company_age_years,annual_revenue_lakhs,profit_margin_pct,monthly_burn_rate_lakhs,market_size_cr,team_size,sector,business_model,required_investment_lakhs,monthly_active_users,growth_rate_pct,investment_ready,recommended_investor_type,suggested_funding_range
18,55.63,7.72,3.03,197.06,65,Entertainment,B2B,164.77,99543,22.66,1,Angel,₹0–3L
1,11.97,12.2,2.29,61.4,61,E-commerce,B2B2C,36.68,32869,36.66,1,Angel,₹0–3L
16,18.51,-21.64,2.9,282.17,31,SaaS,B2B2C,10.29,91584,19.82,0,Angel,₹0–3L
7,212.77,20.69,8.1,655.57,94,EdTech,Marketplace,166.76,259299,6.16,1,Angel,₹0–3L
4,87.91,2.09,19.75,305.74,43,Entertainment,B2B,64.18,212565,-3.98,1,Angel,₹0–3L
10,11.04,-7.98,1.79,51.24,2,EdTech,B2B2C,10.0,27000,11.5,0,Angel,₹0–3L
19,38.59,19.3,3.58,105.75,32,E-commerce,Marketplace,52.04,47673,24.71,1,Angel,₹0–3L
0,60.4,7.73,1.84,360.26,28,EdTech,Marketplace,178.59,177253,4.84,1,Angel,₹0–3L
19,13.84,22.6,2.29,90.44,59,AgriTech,B2B2C,15.31,65764,7.53,1,Angel,₹0–3L
15,71.98,13.27,7.62,202.49,28,EdTech,B2B2C,77.85,136577,53.44,1,Angel,₹0–3L
4,83.96,8.0,19.21,255.25,67,AgriTech,B2C,206.79,111329,26.85,1,Angel,₹0–3L
15,17.86,6.17,1.0,77.57,53,AI/ML,B2B,10.9,27827,27.77,1,Angel,₹0–3L
4,13.63,13.8,1.0,142.36,14,EdTech,Marketplace,19.81,60643,-10.75,1,Angel,₹0–3L
9,6.26,3.04,1.49,50.0,36,AgriTech,B2B,10.0,38018,-0.35,1,Angel,₹0–3L
8,20.26,-2.23,4.9,72.45,20,E-commerce,Marketplace,61.02,42804,10.93,0,Angel,₹0–3L
18,22.98,15.32,1.0,124.36,44,FinTech,Subscription,44.72,70481,-3.74,1,Angel,₹0–3L
2,21.24,6.27,3.92,61.96,20,EdTech,Subscription,50.31,37066,34.53,1,Angel,₹0–3L
8,177.97,8.45,12.63,465.3,41,Entertainment,Marketplace,126.88,224747,31.86,1,Angel,₹0–3L
19,18.11,21.08,3.28,54.54,33,E-commerce,B2C,59.25,38370,3.75,1,Angel,₹0–3L
7,19.87,6.64,4.37,109.07,36,EdTech,Subscription,26.46,61257,37.31,1,Angel,₹0–3L
3,53.03,8.19,2.29,162.64,91,SaaS,B2B,135.85,58284,10.62,1,Angel,₹0–3L
10,70.42,0.82,5.28,407.03,30,HealthTech,B2B2C,236.24,148376,48.91,1,Angel,₹0–3L
3,5.89,13.17,1.0,54.32,2,AgriTech,B2B,11.36,30877,13.27,1,Angel,₹0–3L
11,20.67,12.2,1.0,335.03,65,AI/ML,B2B,39.77,257397,19.66,1,Angel,₹0–3L
6,27.65,18.82,1.0,149.48,65,SaaS,B2B,18.67,67890,32.57,1,Angel,₹0–3L
7,27.34,1.06,5.58,74.66,2,FinTech,Marketplace,42.35,54857,29.25,1,Angel,₹0–3L
9,27.41,2.51,2.43,205.09,22,AgriTech,Marketplace,82.99,139884,17.87,1,Angel,₹0–3L
12,20.86,17.51,2.78,170.6,50,EdTech,B2B,15.28,72319,9.34,1,Angel,₹0–3L
13,37.97,11.04,7.64,97.5,53,E-commerce,B2B2C,122.87,31021,18.63,1,Angel,₹0–3L
15,9.16,-2.87,1.23,155.84,39,FinTech,B2C,22.3,54689,-2.48,1,Angel,₹0–3L
6,36.83,23.69,4.37,113.33,40,EdTech,B2C,60.67,75277,14.26,1,Angel,₹0–3L
15,26.11,-12.37,1.0,160.69,16,Entertainment,Subscription,53.49,64248,-7.67,0,Angel,₹0–3L
16,14.89,17.42,2.24,235.92,2,HealthTech,Subscription,11.64,114570,-15.26,0,Angel,₹0–3L
19,167.22,-7.14,8.14,450.43,91,E-commerce,B2B2C,166.54,248121,10.16,1,Angel,₹0–3L
18,6.17,30.63,1.21,62.4,15,AI/ML,B2B,10.0,41353,31.49,1,Angel,₹0–3L
11,160.6,-10.5,12.73,660.58,44,EdTech,Marketplace,245.96,235574,23.01,0,Angel,₹3–15L
8,7.3,21.83,1.28,50.0,36,E-commerce,Subscription,23.56,25159,10.59,1,Angel,₹0–3L
7,9.72,7.02,1.64,133.45,62,SaaS,B2B,14.35,72403,36.79,1,Angel,₹0–3L
8,15.12,3.6,2.45,224.04,42,Entertainment,B2C,29.87,127795,1.76,1,Angel,₹0–3L
4,16.34,10.23,1.33,180.67,43,EdTech,B2B2C,13.37,128130,-17.92,1,Angel,₹0–3L
9,7.2,15.58,1.0,95.98,2,AI/ML,Marketplace,19.11,37031,-21.43,0,Angel,₹0–3L
4,40.57,-2.84,8.86,128.29,19,HealthTech,Marketplace,84.9,90307,-7.95,0,Angel,₹0–3L
13,23.12,-1.78,1.0,105.1,58,AgriTech,Subscription,39.48,67939,22.1,1,Angel,₹0–3L
17,16.7,15.8,1.03,98.24,56,Entertainment,B2B,55.64,56778,1.79,1,Angel,₹0–3L
6,52.84,-12.47,8.47,269.0,16,AI/ML,Marketplace,166.45,174788,15.87,0,Angel,₹0–3L
7,71.48,1.01,14.86,190.55,2,SaaS,B2C,172.3,96419,34.78,1,Angel,₹0–3L
4,33.7,44.5,3.45,91.37,43,AI/ML,B2C,109.5,33735,-2.79,1,Angel,₹0–3L
5,83.71,-3.6,14.26,278.58,2,AI/ML,B2B2C,176.4,176311,16.88,1,Angel,₹0–3L
19,66.19,21.79,9.81,184.03,11,Entertainment,B2B2C,194.99,103487,19.9,1,Angel,₹0–3L
8,42.44,0.98,1.48,262.17,84,AgriTech,B2C,68.34,162465,-2.83,0,Angel,₹0–3L
8,42.29,14.12,6.89,230.61,76,FinTech,B2C,24.43,108157,31.49,1,Angel,₹0–3L
7,22.0,15.86,4.56,83.07,52,E-commerce,B2B,76.58,62588,7.01,1,Angel,₹0–3L
16,26.9,21.55,6.68,100.27,47,EdTech,Marketplace,22.33,59529,6.04,1,Angel,₹0–3L
7,54.74,5.61,1.47,250.41,2,AgriTech,B2B,60.48,85816,42.14,0,Angel,₹0–3L
0,43.28,31.88,7.44,227.52,21,HealthTech,B2B2C,35.57,119428,20.5,1,Angel,₹0–3L
17,57.8,0.94,6.67,146.26,32,EdTech,B2B2C,79.75,99188,23.96,1,Angel,₹0–3L
14,54.36,10.82,1.21,161.12,22,FinTech,B2B2C,66.63,112309,31.23,1,Angel,₹0–3L
15,73.41,10.96,11.84,362.99,31,HealthTech,Marketplace,163.23,198661,1.16,1,Angel,₹0–3L
1,29.87,-5.46,1.44,98.09,72,FinTech,Subscription,104.22,73310,28.29,1,Angel,₹0–3L
12,31.42,4.58,3.36,217.67,26,Entertainment,B2B2C,14.71,94431,2.85,0,Angel,₹0–3L
1,10.96,9.94,1.0,128.83,31,EdTech,B2B2C,30.58,65095,2.66,0,Angel,₹0–3L
13,22.09,2.82,2.28,127.44,58,HealthTech,B2B,15.68,95488,6.16,1,Angel,₹0–3L
6,61.18,37.31,8.16,320.26,4,SaaS,B2B,22.24,239598,3.78,0,Angel,₹0–3L
10,14.76,-2.06,1.51,264.49,18,AgriTech,Subscription,34.58,170027,22.16,1,Angel,₹0–3L
14,87.91,22.18,12.93,262.29,21,EdTech,Subscription,272.06,191339,15.86,1,Angel,₹3–15L
16,65.04,18.29,4.87,370.12,41,E-commerce,Subscription,56.2,127465,4.16,1,Angel,₹0–3L
16,38.13,7.84,6.33,150.61,31,Entertainment,Subscription,53.12,110322,20.77,0,Angel,₹0–3L
14,18.15,-2.38,3.93,239.22,32,FinTech,B2B,15.25,110113,5.67,0,Angel,₹0–3L
15,13.29,-1.22,1.0,119.44,23,E-commerce,B2B2C,42.53,46481,4.98,1,Angel,₹0–3L
8,67.3,1.8,9.21,186.22,13,SaaS,B2B,78.41,78152,10.88,0,Angel,₹0–3L
19,35.64,-13.42,6.03,135.49,55,SaaS,B2C,61.41,68962,15.83,0,Angel,₹0–3L
18,60.77,-4.03,9.11,158.84,31,E-commerce,B2C,192.23,67601,15.51,1,Angel,₹0–3L
8,89.95,-9.77,9.36,225.11,55,EdTech,B2B2C,186.12,103616,3.74,1,Angel,₹0–3L
5,15.08,24.15,2.53,83.7,12,SaaS,Subscription,49.54,30759,24.72,1,Angel,₹0–3L
0,99.25,15.45,2.63,642.05,23,EdTech,B2B2C,324.01,287696,7.95,1,Seed Fund,₹3–15L
4,25.72,17.44,2.7,73.39,34,AI/ML,B2C,45.7,43016,1.63,1,Angel,₹0–3L
4,25.34,15.07,3.61,63.44,36,AI/ML,B2B2C,54.84,33046,-10.76,0,Angel,₹0–3L
0,90.26,10.03,2.23,333.85,58,HealthTech,Subscription,93.6,158028,25.58,1,Angel,₹0–3L
0,84.8,25.55,11.6,258.31,29,EdTech,B2B,294.24,173901,12.31,1,Seed Fund,₹0–3L
5,74.34,0.69,12.67,229.73,58,FinTech,Subscription,88.51,171548,13.22,1,Angel,₹0–3L
8,40.18,9.29,7.82,230.41,49,Entertainment,B2B,112.76,156306,26.46,1,Angel,₹0–3L
18,36.93,16.97,1.7,147.15,37,EdTech,B2C,48.07,68570,4.25,1,Angel,₹0–3L
4,27.05,-7.85,6.7,79.2,16,EdTech,Marketplace,35.21,53237,-11.27,0,Angel,₹0–3L
16,45.52,45.17,7.26,156.5,58,AgriTech,B2B2C,28.78,58842,14.81,1,Angel,₹0–3L
19,5.3,8.34,1.0,92.39,16,E-commerce,Marketplace,11.09,33735,15.31,1,Angel,₹0–3L
11,49.3,9.72,3.81,293.71,39,E-commerce,Subscription,53.41,138868,6.87,1,Angel,₹0–3L
5,13.47,23.09,2.04,133.9,38,SaaS,B2B,10.43,94242,34.03,1,Angel,₹0–3L
12,10.95,18.98,2.44,83.28,34,AI/ML,Subscription,11.23,35239,-25.71,0,Angel,₹0–3L
7,43.49,8.47,6.08,118.51,30,AgriTech,Subscription,47.99,39302,27.51,1,Angel,₹0–3L
2,12.47,9.56,2.15,198.16,19,HealthTech,B2C,23.85,72496,22.66,1,Angel,₹0–3L
10,12.7,-10.05,1.3,100.02,2,HealthTech,Subscription,19.49,72953,16.01,0,Angel,₹0–3L
19,13.22,1.33,1.44,83.47,75,EdTech,B2B2C,10.0,51489,-30.0,0,Angel,₹0–3L
0,46.8,14.22,4.02,176.02,27,AgriTech,B2C,94.32,75088,30.44,1,Angel,₹0–3L
13,41.74,13.34,7.61,176.17,36,FinTech,Marketplace,117.75,101766,-4.29,1,Angel,₹0–3L
12,13.15,22.66,1.35,104.08,36,E-commerce,Subscription,28.12,58678,4.27,1,Angel,₹0–3L
14,11.47,6.56,1.0,106.73,67,FinTech,Marketplace,39.22,66994,7.99,1,Angel,₹0–3L
7,23.2,-8.64,2.44,174.59,88,AgriTech,B2B2C,14.32,72732,15.39,0,Angel,₹0–3L
14,12.17,20.68,2.63,53.86,43,E-commerce,B2B2C,35.62,39434,21.32,1,Angel,₹0–3L
12,8.03,25.24,1.52,55.41,36,AgriTech,B2B2C,15.4,25194,25.5,1,Angel,₹0–3L
0,34.26,18.79,3.32,89.76,11,AgriTech,Marketplace,67.45,58077,23.8,1,Angel,₹0–3L
10,27.14,6.04,6.2,127.82,3,EdTech,Marketplace,53.23,39375,14.3,1,Angel,₹0–3L
19,13.02,20.54,1.0,184.5,2,Entertainment,B2B,17.46,89726,17.95,1,Angel,₹0–3L
14,127.24,49.18,4.0,416.86,20,HealthTech,B2C,170.33,198364,-2.26,1,Angel,₹0–3L
3,44.66,9.39,2.2,270.52,2,AgriTech,Subscription,103.7,154670,-0.48,0,Angel,₹0–3L
5,36.98,-7.73,1.73,132.69,66,EdTech,B2C,16.39,44633,22.79,0,Angel,₹0–3L
11,21.65,0.97,1.0,146.45,50,E-commerce,B2B2C,47.29,101792,22.64,1,Angel,₹0–3L
0,18.37,15.51,3.16,73.57,33,AgriTech,Subscription,48.12,30081,22.15,1,Angel,₹0–3L
9,46.92,-11.25,7.42,146.5,67,HealthTech,B2B,67.57,93544,1.35,0,Angel,₹0–3L
17,45.45,10.04,7.68,121.26,13,FinTech,B2C,45.25,85076,24.49,1,Angel,₹0–3L
0,26.3,12.57,4.69,186.03,19,FinTech,B2B2C,25.85,108071,-6.37,1,Angel,₹0–3L
6,13.91,26.42,2.7,83.17,2,AI/ML,Subscription,10.0,55763,28.36,1,Angel,₹0–3L
1,45.36,23.73,3.07,213.48,59,SaaS,Subscription,26.63,134690,8.06,1,Angel,₹0–3L
7,162.52,18.42,26.51,433.94,19,FinTech,B2B2C,135.44,207323,36.8,1,Angel,₹0–3L
0,50.27,-17.94,7.71,137.53,40,AI/ML,Marketplace,18.16,96882,-14.32,0,Angel,₹0–3L
18,16.01,19.06,3.8,196.61,65,HealthTech,B2C,18.45,87951,38.04,1,Angel,₹0–3L
5,23.14,16.47,1.7,240.59,74,EdTech,Subscription,29.63,140891,5.95,1,Angel,₹0–3L
10,25.04,11.08,1.0,112.07,39,Entertainment,Marketplace,87.26,75391,5.23,1,Angel,₹0–3L
18,15.16,-12.76,2.58,173.62,49,AgriTech,B2B,52.66,84982,11.86,1,Angel,₹0–3L
9,25.6,-1.31,4.87,149.73,17,AgriTech,Subscription,23.0,67584,-0.57,0,Angel,₹0–3L
15,16.2,-6.0,1.38,158.92,82,SaaS,Subscription,15.9,84173,8.42,1,Angel,₹0–3L
15,23.55,-16.17,3.56,86.39,35,EdTech,B2B,44.14,61250,-2.41,0,Angel,₹0–3L
9,57.72,7.98,1.94,150.98,42,AgriTech,B2B,44.8,115494,0.15,1,Angel,₹0–3L
17,83.88,-1.55,20.2,210.31,29,HealthTech,Subscription,160.47,120413,17.17,1,Angel,₹0–3L
17,74.32,39.52,3.37,409.85,69,AgriTech,B2B2C,117.28,258508,-0.23,1,Angel,₹0–3L
2,75.42,5.99,2.68,290.47,44,SaaS,B2B,100.97,218325,-1.02,0,Angel,₹0–3L
11,234.28,23.58,7.06,669.97,59,AgriTech,Marketplace,687.0,234001,-8.63,1,Seed Fund,₹3–15L
9,7.9,-10.83,1.0,86.73,48,HealthTech,B2B,23.31,36085,1.54,0,Angel,₹0–3L
15,79.63,1.66,3.37,273.31,34,E-commerce,Subscription,275.62,178870,29.81,1,Angel,₹3–15L
8,32.58,9.17,6.23,168.74,63,FinTech,Subscription,33.03,120118,-1.92,1,Angel,₹0–3L
17,83.96,-2.88,19.04,687.36,48,FinTech,B2C,263.85,500753,-1.21,0,Angel,₹3–15L
12,16.1,2.94,1.29,84.28,15,FinTech,Marketplace,32.53,42778,13.15,1,Angel,₹0–3L
13,6.31,5.39,1.04,82.45,15,AI/ML,B2C,13.85,28418,4.89,0,Angel,₹0–3L
18,28.62,5.2,1.0,97.56,43,FinTech,B2B,90.68,50620,43.86,1,Angel,₹0–3L
13,6.92,30.26,1.0,50.0,62,AgriTech,B2C,22.96,20768,10.08,1,Angel,₹0–3L
1,16.33,12.54,1.43,102.72,80,AgriTech,Subscription,42.88,45770,16.07,1,Angel,₹0–3L
10,8.06,13.76,1.0,87.24,2,E-commerce,B2B2C,11.39,59854,25.3,1,Angel,₹0–3L
7,58.15,14.49,9.79,164.89,40,EdTech,B2B,108.55,55693,25.08,1,Angel,₹0–3L
2,41.99,15.36,2.1,188.52,52,Entertainment,Subscription,95.23,134567,14.78,1,Angel,₹0–3L
14,138.11,7.04,30.1,551.87,47,SaaS,B2B,407.64,283571,8.17,1,Seed Fund,₹3–15L
12,71.97,4.17,12.44,288.67,65,EdTech,B2C,173.11,172636,40.71,1,Angel,₹0–3L
7,19.19,10.01,3.52,99.1,56,Entertainment,B2C,28.2,34173,9.34,1,Angel,₹0–3L
12,9.29,21.88,2.18,79.13,15,AgriTech,B2B,15.21,37087,5.2,1,Angel,₹0–3L
15,65.09,21.53,15.41,209.42,14,Entertainment,B2B,30.03,72218,2.11,1,Angel,₹0–3L
0,5.56,5.12,1.0,58.9,47,AI/ML,B2C,18.13,45987,-15.48,1,Angel,₹0–3L
1,46.19,17.23,6.19,534.87,64,E-commerce,B2B,26.88,376350,23.76,1,Angel,₹0–3L
12,101.17,5.69,9.83,338.87,43,HealthTech,B2C,218.1,179537,-24.75,1,Angel,₹0–3L
13,13.15,8.41,2.43,106.87,2,AgriTech,B2B,40.64,44007,10.61,1,Angel,₹0–3L
1,7.87,2.32,1.13,50.0,13,EdTech,B2B2C,12.96,38336,7.12,1,Angel,₹0–3L
15,82.83,5.84,19.43,382.88,57,SaaS,B2B,236.92,180831,44.09,1,Angel,₹0–3L
13,28.39,24.1,2.13,136.98,31,E-commerce,B2B,81.55,52119,-15.47,0,Angel,₹0–3L
6,105.2,9.14,9.61,353.0,42,SaaS,Subscription,51.7,205299,-2.76,1,Angel,₹0–3L
13,13.41,9.63,1.24,50.0,66,Entertainment,B2B2C,21.71,38594,8.76,1,Angel,₹0–3L
17,26.88,-9.36,5.52,97.56,9,SaaS,B2C,67.51,29453,6.26,0,Angel,₹0–3L
16,44.68,4.3,1.91,148.96,29,HealthTech,B2C,73.78,62423,2.12,1,Angel,₹0–3L
4,23.38,5.11,2.92,153.38,26,SaaS,Marketplace,47.79,117979,9.21,1,Angel,₹0–3L
10,17.63,-1.95,2.09,108.31,48,AI/ML,B2B2C,38.83,41756,-9.06,0,Angel,₹0–3L
17,46.66,8.27,1.72,229.52,59,AgriTech,B2B2C,36.58,81852,16.05,1,Angel,₹0–3L
15,11.08,2.85,1.27,70.29,2,FinTech,B2B,17.93,41127,-24.58,0,Angel,₹0–3L
9,53.03,8.97,7.32,134.33,39,AgriTech,Subscription,20.74,98188,10.36,1,Angel,₹0–3L
5,54.07,9.47,1.89,161.45,61,E-commerce,B2C,42.11,86950,1.78,1,Angel,₹0–3L
13,22.9,-3.46,3.14,212.75,2,AgriTech,B2C,44.4,169619,24.96,0,Angel,₹0–3L
1,12.69,3.22,3.05,244.23,38,EdTech,Subscription,27.1,156209,36.6,1,Angel,₹0–3L
8,5.0,8.93,1.23,67.54,9,AI/ML,Subscription,10.0,22764,5.78,1,Angel,₹0–3L
12,6.87,22.21,1.0,50.71,23,AgriTech,B2B2C,18.67,40386,32.71,1,Angel,₹0–3L
19,32.67,11.09,4.52,362.99,2,E-commerce,Subscription,48.79,182927,6.18,1,Angel,₹0–3L
11,44.32,0.07,3.8,187.28,74,AI/ML,Subscription,143.88,83097,-4.49,0,Angel,₹0–3L
1,30.79,12.8,7.68,87.89,31,HealthTech,B2B,47.43,50881,37.25,1,Angel,₹0–3L
2,135.33,28.52,11.24,439.57,19,E-commerce,B2B2C,105.47,198755,20.19,1,Angel,₹0–3L
12,20.19,19.01,2.51,160.93,48,AgriTech,Marketplace,55.03,55235,11.65,1,Angel,₹0–3L
0,64.3,14.59,1.33,338.83,13,AgriTech,Marketplace,136.11,101891,21.52,1,Angel,₹0–3L
19,35.44,16.72,3.56,155.6,11,FinTech,B2C,54.48,81655,15.51,1,Angel,₹0–3L
3,209.48,25.33,7.63,627.99,77,HealthTech,Subscription,301.45,451167,11.07,1,Seed Fund,₹3–15L
17,174.29,20.95,33.3,507.12,85,FinTech,B2B,136.38,297249,-8.15,1,Angel,₹0–3L
12,45.93,14.81,6.85,124.68,25,AI/ML,Subscription,63.88,99692,7.18,1,Angel,₹0–3L
5,66.87,20.84,10.14,292.98,66,SaaS,B2C,26.34,129913,21.09,1,Angel,₹0–3L
5,68.32,-4.96,5.87,233.17,48,FinTech,Subscription,130.33,102647,7.74,0,Angel,₹0–3L
14,34.48,-10.02,7.15,386.85,4,HealthTech,Marketplace,109.29,146955,22.7,0,Angel,₹0–3L
17,18.72,9.89,1.0,75.53,16,HealthTech,B2B2C,53.26,28855,16.58,1,Angel,₹0–3L
16,32.88,8.83,3.18,239.9,78,HealthTech,Subscription,12.86,106179,-2.44,1,Angel,₹0–3L
13,62.61,1.49,10.75,311.34,4,AgriTech,Marketplace,195.35,216825,-9.66,0,Angel,₹0–3L
3,13.6,17.91,3.11,50.0,97,AI/ML,Marketplace,23.76,37643,9.14,1,Angel,₹0–3L
0,9.07,-14.35,1.0,64.83,25,EdTech,B2C,10.0,51053,0.94,0,Angel,₹0–3L
7,5.0,1.58,1.0,50.0,79,AI/ML,B2B2C,13.54,20807,15.18,1,Angel,₹0–3L
10,6.59,2.18,1.0,122.91,32,HealthTech,B2C,10.0,91029,-0.59,0,Angel,₹0–3L
12,14.16,-11.63,3.13,245.25,59,AI/ML,B2B,15.73,113827,-0.2,0,Angel,₹0–3L
16,22.48,25.94,1.0,424.81,74,SaaS,B2B2C,18.35,151412,27.96,1,Angel,₹0–3L
13,13.85,-8.31,1.63,156.31,74,E-commerce,B2B,25.73,114892,11.53,0,Angel,₹0–3L
16,62.1,0.96,3.85,464.07,25,SaaS,B2B2C,37.19,286818,-0.46,0,Angel,₹0–3L
19,7.2,18.9,1.0,56.48,18,SaaS,Marketplace,20.25,21596,11.84,1,Angel,₹0–3L
0,19.77,15.76,1.06,50.0,37,E-commerce,B2B,35.71,25745,32.0,1,Angel,₹0–3L
7,22.43,-5.29,5.49,142.75,7,EdTech,B2B2C,38.81,63329,13.97,1,Angel,₹0–3L
18,18.37,16.19,1.28,194.19,45,SaaS,B2B2C,10.0,129797,20.24,1,Angel,₹0–3L
10,34.95,11.49,8.22,145.06,19,AI/ML,B2B,101.96,76401,-0.33,0,Angel,₹0–3L
9,17.51,36.0,1.18,50.0,67,SaaS,B2B2C,32.88,39731,28.4,1,Angel,₹0–3L
0,40.06,12.86,9.38,139.44,25,SaaS,B2C,68.41,45647,45.84,1,Angel,₹0–3L
4,9.15,6.31,1.56,59.55,2,AgriTech,B2C,25.04,28437,-1.35,0,Angel,₹0–3L
15,58.48,-2.26,2.69,237.17,75,SaaS,B2B,29.31,128296,-7.92,0,Angel,₹0–3L
19,57.59,-0.92,8.86,191.83,44,AI/ML,Marketplace,84.85,105808,12.56,1,Angel,₹0–3L
19,23.43,-1.9,2.19,76.87,40,E-commerce,Subscription,50.2,35202,22.97,1,Angel,₹0–3L
4,29.34,24.46,3.17,103.57,67,HealthTech,B2B,52.05,68837,10.67,1,Angel,₹0–3L
15,25.09,8.22,3.04,70.71,61,FinTech,B2B,22.11,52137,-5.11,0,Angel,₹0–3L
2,50.36,14.8,5.9,142.04,20,HealthTech,B2B,63.34,109281,9.6,1,Angel,₹0–3L
1,73.17,26.19,12.64,289.63,28,EdTech,B2B,92.24,203477,21.15,1,Angel,₹0–3L
16,14.92,-20.3,2.94,74.44,12,FinTech,B2C,51.84,53990,2.2,0,Angel,₹0–3L
0,57.99,23.36,5.55,211.21,3,HealthTech,B2B,77.92,121500,21.06,1,Angel,₹0–3L
15,34.44,8.67,8.01,102.39,54,AI/ML,Marketplace,32.95,73000,28.19,1,Angel,₹0–3L
1,5.0,13.22,1.18,85.2,49,AgriTech,Subscription,14.66,38488,14.71,1,Angel,₹0–3L
19,54.69,-1.93,1.61,137.7,59,SaaS,Subscription,90.12,68745,9.42,0,Angel,₹0–3L
6,8.2,-1.06,1.0,71.9,72,Entertainment,Marketplace,14.1,32964,22.35,1,Angel,₹0–3L
10,21.62,13.87,2.55,100.73,59,Entertainment,B2B,44.45,53759,-1.69,1,Angel,₹0–3L
5,22.79,36.62,3.55,64.17,61,AI/ML,Subscription,50.29,28412,-1.27,1,Angel,₹0–3L
1,75.61,20.06,6.34,587.17,2,E-commerce,B2C,165.56,458462,7.67,1,Angel,₹0–3L
13,32.99,23.19,2.63,152.12,32,AI/ML,Subscription,13.54,69431,4.55,1,Angel,₹0–3L
3,8.77,5.7,1.54,90.94,64,AI/ML,Marketplace,25.6,31739,-1.58,1,Angel,₹0–3L
18,32.46,0.81,5.14,172.39,10,EdTech,Subscription,29.98,97128,37.52,1,Angel,₹0–3L
1,15.36,-1.37,1.0,137.19,42,SaaS,Marketplace,18.98,45073,42.47,1,Angel,₹0–3L
1,22.54,2.15,5.04,127.14,52,AgriTech,B2B,19.27,45170,4.87,1,Angel,₹0–3L
12,41.23,-16.62,7.27,228.13,51,FinTech,Subscription,113.56,93463,9.99,1,Angel,₹0–3L
12,100.28,-0.67,10.37,252.21,49,HealthTech,Marketplace,217.38,134218,7.13,0,Angel,₹0–3L
2,40.76,1.29,7.22,102.38,54,HealthTech,B2C,110.75,52889,26.72,1,Angel,₹0–3L
5,8.94,5.9,1.0,99.18,44,EdTech,B2C,21.38,69410,30.08,1,Angel,₹0–3L
16,37.23,9.59,4.75,122.42,3,FinTech,B2B2C,23.58,81989,-15.86,0,Angel,₹0–3L
0,5.0,12.35,1.0,50.0,52,SaaS,Subscription,10.0,25657,18.17,1,Angel,₹0–3L
6,5.0,7.82,1.0,51.39,47,AI/ML,B2B,10.0,23989,-8.95,1,Angel,₹0–3L
6,33.56,1.03,3.28,386.38,3,Entertainment,B2B2C,42.82,177050,36.46,1,Angel,₹0–3L
12,182.09,-15.51,9.95,469.41,74,Entertainment,Subscription,175.42,322483,15.31,0,Angel,₹0–3L
8,47.29,1.11,7.84,124.67,53,AgriTech,B2C,145.81,40647,-2.26,1,Angel,₹0–3L
17,26.19,-3.66,4.58,222.2,5,SaaS,B2B,70.53,68085,6.07,1,Angel,₹0–3L
0,19.67,13.6,1.07,184.54,19,EdTech,B2C,27.63,128768,6.8,1,Angel,₹0–3L
10,171.86,18.95,4.41,1280.77,25,AI/ML,Subscription,472.29,689788,19.46,1,Seed Fund,₹3–15L
10,74.88,19.28,15.15,324.96,25,HealthTech,B2B,172.84,118753,27.24,1,Angel,₹0–3L
9,33.84,17.09,1.0,135.7,47,EdTech,B2B,10.56,56693,-5.8,1,Angel,₹0–3L
16,9.7,6.4,1.0,76.03,15,AgriTech,B2B2C,14.71,58257,38.11,1,Angel,₹0–3L
16,15.74,1.74,2.11,50.0,68,EdTech,B2B,19.35,36487,34.23,1,Angel,₹0–3L
11,27.1,-0.96,5.64,171.13,66,Entertainment,Subscription,27.02,112071,-3.21,0,Angel,₹0–3L
9,32.58,-10.08,6.94,87.41,55,EdTech,Marketplace,36.0,47296,10.25,0,Angel,₹0–3L
11,15.35,19.91,2.87,54.84,41,SaaS,Marketplace,50.88,30719,37.32,1,Angel,₹0–3L
5,19.13,5.91,1.47,94.39,63,Entertainment,B2B,35.52,74340,28.99,1,Angel,₹0–3L
5,22.73,-6.95,4.22,69.61,33,HealthTech,Marketplace,68.47,54497,4.37,0,Angel,₹0–3L
5,162.58,-1.88,12.47,483.47,21,AgriTech,Subscription,160.22,197081,22.06,0,Angel,₹0–3L
19,41.72,-2.39,2.89,275.1,69,HealthTech,B2B2C,35.8,194099,54.76,1,Angel,₹0–3L
7,24.93,8.52,3.64,147.59,47,E-commerce,B2C,78.38,58831,12.29,1,Angel,₹0–3L
4,157.91,20.85,27.81,418.2,22,Entertainment,B2C,297.85,170110,2.25,1,Seed Fund,₹0–3L
5,16.87,3.83,1.0,156.67,29,Entertainment,Subscription,53.38,99964,12.91,1,Angel,₹0–3L
1,5.26,-19.03,1.0,81.22,21,AgriTech,B2B2C,10.0,40810,12.11,1,Angel,₹0–3L
16,90.05,5.75,18.04,431.03,90,HealthTech,Subscription,291.1,330073,2.61,1,Angel,₹3–15L
7,71.51,6.14,15.57,216.42,40,AgriTech,B2B,116.52,74558,17.14,1,Angel,₹0–3L
8,22.98,5.31,3.65,71.8,43,HealthTech,B2B2C,18.32,39905,-8.37,0,Angel,₹0–3L
7,48.3,0.48,5.73,129.9,58,AI/ML,Marketplace,120.12,98627,0.06,0,Angel,₹0–3L
10,19.03,10.61,4.08,80.4,9,Entertainment,B2B,54.22,60468,22.26,1,Angel,₹0–3L
9,5.0,8.79,1.0,56.38,67,Entertainment,Marketplace,10.0,21324,-15.59,0,Angel,₹0–3L
16,72.67,7.72,11.14,283.82,24,Entertainment,B2B,251.36,137173,24.19,1,Angel,₹0–3L
